chunky_result_avg_impr,chunky_result_step_conf,local_result_nonglobal_conf,chunky_result_fit_conf,chunky_result_nonglobal_conf,chunky_result_nonglobal_fit,threshold,dw_result_scan_conf,local_result_nonglobal_fit,dw_result_step_conf,chunky_result_avg_steps,dw_result_nonglobal_fit,Kb,Kw,local_result_step_conf,dw_result_impr_conf,dw_result_nonglobal_conf,local_result_avg_scans,dw_result_fit_conf,local_result_avg_impr,dw_result_avg_steps,local_result_pct_global,ss_prob,dw_result_norm_fit,chunky_result_pct_global,local_result_scan_conf,dw_result_avg_scans,chunky_result_avg_scans,chunky_result_scan_conf,local_result_avg_steps,chunky_result_norm_fit,local_result_norm_fit,P,chunky_result_impr_conf,local_result_impr_conf,dw_result_pct_global,D,dw_result_avg_impr,local_result_fit_conf
0.246527647554,0.0394404781671,0.000901012923282,0.000738511888568,0.000907889970833,0.950793380508,4,0.0197708105825,0.950841614266,0.0425176927002,13.7779,0.966813370436,0.0,0.5,0.0385598207959,0.00204212753008,0.00630093425028,20.7293,5.40092569626e-05,0.246199265426,6.8246,0.3609,0.75,0.999840704178,0.3682,0.154750861994,30.5126,87.5089,0.184933194721,6.5709,0.968911257805,0.968582875677,4,0.00205484896312,0.00206176102749,0.9952,3,0.277457093927,0.000738719404413
0.272660368273,0.0601132060429,0.00120516180578,0.00117421229619,0.00117682782055,0.912274923561,4,0.0178855904691,0.905554576107,0.043969005128,14.9653,0.911291565795,0.25,0.5,0.0481681788092,0.00225186823137,0.0011129126346,19.9212,0.00113070059099,0.264925704964,5.307,0.1245,0.75,0.922007544647,0.1456,0.212978563158,30.1488,91.4542,0.280812590685,6.1496,0.92504769469,0.917313031381,4,0.00232910072991,0.00230745692157,0.1208,3,0.26962021823,0.00121934075366
0.255075170922,0.060207686358,0.00126091919168,0.00123137862988,0.00119052719194,0.888368865904,4,0.0164762972943,0.875706665597,0.0396415062539,14.8632,0.884092560182,0.5,0.5,0.042275243694,0.00223109840305,0.0011417546225,15.6971,0.00118634019313,0.241097338701,4.2599,0.0398,0.75,0.889134533814,0.0561,0.197929338129,30.0095,89.8668,0.268425789904,5.0328,0.894631372527,0.880653540306,4,0.00226620046875,0.00230804329264,0.0435,3,0.249578332209,0.00130103479779
0.235265108779,0.053289669385,0.00123328567823,0.00118910950614,0.00114875145216,0.868728549452,4,0.0156098774516,0.854626156532,0.0363526985738,13.4196,0.870226942873,0.75,0.5,0.0366677836004,0.00225901790036,0.00110278872338,12.3958,0.00113637388127,0.220098098205,3.614,0.0148,0.75,0.872705608264,0.0245,0.173964023386,29.9619,85.1135,0.242857785123,4.1836,0.87194469999,0.856777689415,4,0.00229368927948,0.00231063230753,0.0191,3,0.236026017054,0.00126280977625
0.217624360184,0.0521463732824,0.00117281337474,0.00112957610106,0.00110732117949,0.852398948279,4,0.0153381457181,0.836900644207,0.0334807907223,13.0428,0.860249035061,1.0,0.5,0.0331887391567,0.00225626733015,0.00104398955105,10.6932,0.00106522249285,0.201882663179,3.235,0.0062,0.75,0.861436918263,0.0085,0.153528133337,29.929,83.2096,0.232060469504,3.7175,0.853653557219,0.837911860213,4,0.00230316116515,0.00232340411804,0.0085,3,0.225407721229,0.00119224884391
0.269125420262,0.0439410069634,0.00100999230481,0.000908641499416,0.00101137030546,0.94152119901,4,0.0197698959992,0.940517963684,0.0428253724426,14.0419,0.96841558443,0.0,0.75,0.0411748239518,0.00218920647405,0.00732110443096,20.5896,5.35205986614e-05,0.267743917828,6.9133,0.235,0.75,0.999854711688,0.2455,0.16793667905,30.6267,88.9276,0.21667326895,6.4899,0.955877744653,0.954496242218,4,0.00221403937795,0.00220997684772,0.9954,3,0.313102387298,0.00091723849964
0.261577087717,0.058223802252,0.0012393904483,0.0012307259423,0.00119439876973,0.896979870761,4,0.0170404317454,0.890770129582,0.0427372223759,14.559,0.90015946995,0.25,0.75,0.0447680820574,0.00223315571959,0.00114770393972,17.9211,0.00118368486693,0.255069262462,4.893,0.0814,0.75,0.908705819323,0.0892,0.206192442458,30.1038,89.5064,0.270299697121,5.6014,0.906169266289,0.899661441034,4,0.00227102542507,0.00229351268707,0.0856,3,0.264113640751,0.00128020573822
0.2461590128,0.054353247695,0.00122811459652,0.00120100613518,0.00116069681322,0.877848462084,4,0.0159596955574,0.868386285478,0.0376735539564,13.8559,0.879359562725,0.5,0.75,0.0394460786196,0.00229134968588,0.00111438393844,14.232,0.00115400833604,0.236178975402,3.9401,0.0266,0.75,0.883002903931,0.0329,0.184614300576,29.9699,86.2753,0.246584920661,4.6438,0.881867247682,0.871887210284,4,0.00229760829436,0.00234597560977,0.0302,3,0.247294669049,0.00126546464549
0.23176953124,0.0537006719145,0.00120017178808,0.00116682469341,0.00113664571462,0.868208703341,4,0.0151771171654,0.851508822243,0.0350179117245,13.5023,0.868209389964,0.75,0.75,0.0355425221251,0.0022551670128,0.00105091951225,12.2732,0.00108053522696,0.214706866891,3.4724,0.013,0.75,0.870107174749,0.0174,0.170383355383,29.9373,84.9728,0.23842674564,4.0855,0.870501871903,0.853439207554,4,0.00231113634334,0.00230974624643,0.0144,3,0.231374834086,0.00122959186053
0.218179765898,0.0516371359611,0.00115743906106,0.00111986981788,0.00109638002369,0.856164749036,4,0.0153783719481,0.838391043164,0.033018439845,13.0346,0.862857712572,1.0,0.75,0.0326453388443,0.00225361575969,0.00100468941679,10.4664,0.00102824451321,0.200090083362,3.2132,0.0065,0.75,0.864133135846,0.0095,0.153650947213,29.9441,83.249,0.23062842586,3.6537,0.85753118392,0.839441501384,4,0.00231243455903,0.00232811806782,0.0093,3,0.224781717824,0.00117775285625
0.258107863768,0.0444190407174,0.00109876105083,0.00105150079597,0.00108160710038,0.927459504573,4,0.020302957145,0.924765981687,0.0421843162667,14.0226,0.962733178784,0.0,1.0,0.0389522653266,0.00217854115909,0.00701397124629,18.6861,7.01702555259e-05,0.254556825053,6.8612,0.1287,0.75,0.999776399073,0.1453,0.165472151278,30.6818,88.3443,0.217421290972,5.9396,0.937999638559,0.934448599844,4,0.0022538585633,0.00224521445611,0.994,3,0.319884624282,0.0010771962443
0.266652385391,0.0567427545182,0.00116918102348,0.00113380008388,0.00110065633245,0.902449855196,4,0.0173807209139,0.890876450559,0.0411581505916,14.4832,0.902003805494,0.25,1.0,0.0419214590194,0.00223768981349,0.00106694209157,16.7695,0.00110248835606,0.254194232041,4.6711,0.0542,0.75,0.908020771836,0.0697,0.194637382635,30.0647,89.6842,0.2628168109,5.3145,0.909249100289,0.896790946939,4,0.00228281060576,0.00229240986387,0.0614,3,0.265424056938,0.00120719895972
0.246373827034,0.0539337249104,0.00116511986425,0.00112230613277,0.00108039702668,0.879439454209,4,0.0157369761684,0.864389555348,0.0366996445762,13.7394,0.879367819009,0.5,1.0,0.0374711685289,0.00229723169783,0.00105286547658,13.3513,0.00109017749058,0.230725204756,3.7857,0.0219,0.75,0.882323307443,0.0296,0.176755525907,29.9739,86.3823,0.245154902646,4.4037,0.883008046364,0.867359424086,4,0.00230551656953,0.00234700178471,0.0245,3,0.245689088112,0.00120417341493
0.233338343239,0.0531226331966,0.00116635578896,0.00113397533759,0.00110377099295,0.866931849605,4,0.0155074951728,0.84908463962,0.0354645309904,13.3945,0.867881980138,0.75,1.0,0.0352358712296,0.00226751601333,0.00103084430973,12.1034,0.0010595111865,0.215199640803,3.505,0.012,0.75,0.869639149802,0.0158,0.168309997453,29.9304,84.8542,0.241772786305,4.0592,0.869034326381,0.850895623945,4,0.00233146295758,0.00231636432388,0.0133,3,0.233943166661,0.00119652433285
0.209239640476,0.0511898239759,0.00115997966745,0.00113025182324,0.00110695473739,0.842288695123,4,0.0151515422554,0.826476735057,0.032600762559,12.8205,0.851373505094,1.0,1.0,0.0316660592375,0.00223432208022,0.00103337495106,10.0971,0.00105449296451,0.192781186549,3.1153,0.003,0.75,0.852413890558,0.0074,0.151148451135,29.9255,82.4458,0.229660441097,3.5579,0.843455758779,0.826997304852,4,0.002273318137,0.00227019848725,0.007,3,0.218197772255,0.00117136281692
