dw_result_step_conf,Kb,local_result_avg_impr,local_result_impr_conf,dw_result_norm_fit,chunky_result_avg_scans,local_result_scan_conf,dw_result_avg_impr,threshold,dw_result_scan_conf,chunky_result_avg_impr,chunky_result_norm_fit,ss_prob,chunky_result_pct_global,chunky_result_nonglobal_fit,dw_result_impr_conf,dw_result_fit_conf,Kw,dw_result_pct_global,local_result_avg_steps,dw_result_nonglobal_conf,dw_result_avg_steps,chunky_result_fit_conf,local_result_nonglobal_conf,chunky_result_avg_steps,chunky_result_impr_conf,local_result_norm_fit,chunky_result_nonglobal_conf,chunky_result_scan_conf,dw_result_nonglobal_fit,chunky_result_step_conf,P,dw_result_avg_scans,local_result_nonglobal_fit,local_result_step_conf,D,local_result_fit_conf,local_result_pct_global,local_result_avg_scans
0.0517376314046,0.25,0.237751440828,0.00190570102138,0.913191591874,183.2972,0.317721471078,0.277373878961,4,0.412319203166,0.251681180661,0.887498893573,0.75,0.0105,0.886305097093,0.00181750902745,0.000813568115996,0.75,0.0194,6.5808,0.000792955342085,7.0475,0.000960620089037,0.00100743227441,19.8555,0.00186658942214,0.873569153741,0.000943282531819,0.452739220581,0.911474191183,0.0696244802816,3,178.8087,0.872831576887,0.0505630325583,6,0.00101931663773,0.0058,27.3373
