dw_result_step_conf,Kb,local_result_avg_impr,local_result_impr_conf,dw_result_norm_fit,chunky_result_avg_scans,local_result_scan_conf,dw_result_avg_impr,threshold,dw_result_scan_conf,chunky_result_avg_impr,chunky_result_norm_fit,ss_prob,chunky_result_pct_global,chunky_result_nonglobal_fit,dw_result_impr_conf,dw_result_fit_conf,Kw,dw_result_pct_global,local_result_avg_steps,dw_result_nonglobal_conf,dw_result_avg_steps,chunky_result_fit_conf,local_result_nonglobal_conf,chunky_result_avg_steps,chunky_result_impr_conf,local_result_norm_fit,chunky_result_nonglobal_conf,chunky_result_scan_conf,dw_result_nonglobal_fit,chunky_result_step_conf,P,dw_result_avg_scans,local_result_nonglobal_fit,local_result_step_conf,D,local_result_fit_conf,local_result_pct_global,local_result_avg_scans
0.0525840158278,0.25,0.244050844929,0.00182395486996,0.886939068812,224.5415,0.367718377658,0.256303979045,4,0.048990685061,0.255035955732,0.885671045499,0.75,0.0077,0.884783881386,0.00177363501125,0.000871129646271,0.75,0.0067,7.4651,0.000857651249474,7.0207,0.000920549553159,0.000954768185598,22.0785,0.00179717518034,0.874685934696,0.000906112681667,0.541991724769,0.886176451034,0.075532198081,5,76.5239,0.874043556836,0.0546480678738,4,0.000966040289695,0.0051,33.705
