chunky_result_avg_impr,chunky_result_step_conf,local_result_nonglobal_conf,chunky_result_fit_conf,chunky_result_nonglobal_conf,chunky_result_nonglobal_fit,threshold,dw_result_scan_conf,local_result_nonglobal_fit,dw_result_step_conf,chunky_result_avg_steps,dw_result_nonglobal_fit,Kb,Kw,local_result_step_conf,dw_result_impr_conf,dw_result_nonglobal_conf,local_result_avg_scans,dw_result_fit_conf,local_result_avg_impr,dw_result_avg_steps,local_result_pct_global,ss_prob,dw_result_norm_fit,chunky_result_pct_global,local_result_scan_conf,dw_result_avg_scans,chunky_result_avg_scans,chunky_result_scan_conf,local_result_avg_steps,chunky_result_norm_fit,local_result_norm_fit,P,chunky_result_impr_conf,local_result_impr_conf,dw_result_pct_global,D,dw_result_avg_impr,local_result_fit_conf
0.248704068831,0.0336043499984,nan,0.0,nan,nan,4,0.0564773751222,nan,0.0423906615157,13.9788,0.978685298561,0.0,0.0,0.0336043499984,0.00189689944673,0.00503344937972,21.2546,4.93666771524e-05,0.248704068831,6.6845,1.0,0.75,0.99985079709,1.0,0.122334845648,45.9095,87.9282,0.167665454122,6.9788,1.0,1.0,3,0.00189844323784,0.00189844323784,0.993,4,0.24855486592,0.0
0.276006507892,0.0567944281489,0.00117712823575,0.0010254657746,0.00113820783813,0.933877237587,4,0.0485262642007,0.926420712824,0.0481049131454,15.4682,0.935032244975,0.25,0.0,0.0471864305358,0.00220922985313,0.0010685410799,21.0608,0.000984269322063,0.267490835142,5.9414,0.2038,0.75,0.949630499529,0.2428,0.201769416613,46.2357,93.6522,0.270043079851,6.5495,0.949931844301,0.941416171551,3,0.00223253185919,0.00226610243115,0.2247,4,0.27570516312,0.00110266914746
0.269812798326,0.0596553384054,0.00125264006633,0.00122226283137,0.00119688016876,0.9016643677,4,0.0457383354443,0.893542072801,0.0451853511445,15.0982,0.908651336056,0.5,0.0,0.0452837627408,0.00228801554619,0.0010985264091,18.2675,0.00112533658091,0.261635637139,5.0899,0.0901,0.75,0.917877551114,0.0981,0.20763963087,46.3164,91.779,0.275330849614,5.6887,0.911311093229,0.903133932042,3,0.00230786979698,0.00234252015022,0.101,4,0.276379256211,0.00128687011587
0.251879150059,0.0584836279213,0.00120448180981,0.00118684827158,0.00114476857537,0.884031176213,4,0.0427087563741,0.871131207644,0.0394003710543,14.6239,0.89677981748,0.75,0.0,0.0389916331292,0.00222766200822,0.0010183410233,14.5789,0.00105934549909,0.237846962777,4.4148,0.0282,0.75,0.901455691748,0.0411,0.184444410689,46.4253,89.0452,0.260708844385,4.7046,0.888797494871,0.874765307588,3,0.00226953647778,0.00230516729894,0.0453,4,0.264537346936,0.00124296040403
0.237647462334,0.055934516873,0.00116441398073,0.00112552964001,0.00108806670024,0.873811560975,4,0.0426820317638,0.859983157088,0.0376313834384,14.0114,0.894199455261,1.0,0.0,0.0358482561456,0.00222068412533,0.000955243951767,12.5898,0.000994213344676,0.222790184364,4.1586,0.0132,0.75,0.897595652747,0.0228,0.170795460519,46.4498,86.649,0.248762523637,4.2088,0.876688657385,0.861831379415,3,0.0022715112352,0.00230743254007,0.0321,4,0.258554457696,0.00119096911381
0.25023836693,0.0403879786103,0.000959193170678,0.00063023626328,0.000961120498016,0.960788562292,4,0.0572373207962,0.958923245552,0.0440248353367,14.4495,0.980011158086,0.0,0.25,0.0387971578312,0.00200585129355,0.00268209127963,21.1152,7.97393673307e-05,0.249001403322,6.9631,0.4735,0.75,0.999578235436,0.48,0.152400244732,46.0914,89.5851,0.191536228686,6.7303,0.979610052392,0.978373088783,3,0.00202848824336,0.00201601517031,0.9789,4,0.270206549974,0.000645461628915
0.269273482527,0.0601631632641,0.00125836667566,0.00118574740955,0.00119015891063,0.912726002925,4,0.0458817779938,0.906859858385,0.0467272118372,15.1799,0.9201529947,0.25,0.25,0.0478671698323,0.00226769610867,0.00110813741158,19.5458,0.00109783628704,0.263383022383,5.4699,0.1119,0.75,0.930828539309,0.1197,0.215385487685,46.3422,91.676,0.276970716487,6.068,0.923172700375,0.917282240232,3,0.00231056833536,0.00233791461847,0.1337,4,0.276929321461,0.0012570305868
0.257747191037,0.0578532648387,0.00127036107974,0.00126828653119,0.00122827986116,0.888545531589,4,0.0428181649333,0.881687327764,0.0426593845787,14.5059,0.901151715473,0.5,0.25,0.0430650835659,0.00223799620268,0.00109972643935,16.5748,0.00113616265466,0.250575511897,4.7509,0.0583,0.75,0.908120519532,0.0647,0.199551450732,46.4019,88.87,0.259276937815,5.2587,0.895756635696,0.888584956555,3,0.00228575208475,0.00233950324092,0.0705,4,0.270111074874,0.00131391323573
0.239818723458,0.0563538916795,0.00119518295687,0.00119357704264,0.00114830342903,0.874163696784,4,0.0406183791393,0.86633133807,0.0401753224767,14.0704,0.89297030527,0.75,0.25,0.0393316703083,0.00222535652532,0.000998013748112,14.3292,0.00104632406494,0.231757359512,4.3196,0.0286,0.75,0.897647502929,0.0322,0.184411552261,46.4658,87.0819,0.251820288533,4.6447,0.878215625748,0.870154261802,3,0.00228633390583,0.00232017191364,0.0437,4,0.25925060064,0.00124041287231
0.230041551878,0.0541924449481,0.00115962059954,0.0011115899018,0.00107975520446,0.865491495396,4,0.0400850617129,0.845027484347,0.0360924109084,13.6473,0.882273087933,1.0,0.25,0.0342967768438,0.00222563563142,0.000958214401628,11.5398,0.000999840691334,0.209086829518,3.8697,0.0102,0.75,0.885110306514,0.0154,0.161087544058,46.5008,85.3278,0.240425511104,3.9339,0.867562926367,0.846608204006,3,0.00226339306745,0.00231363516953,0.0241,4,0.247588932025,0.00118767804667
