dw_result_step_conf,Kb,local_result_avg_impr,local_result_impr_conf,dw_result_norm_fit,chunky_result_avg_scans,local_result_scan_conf,dw_result_avg_impr,threshold,dw_result_scan_conf,chunky_result_avg_impr,chunky_result_norm_fit,ss_prob,chunky_result_pct_global,chunky_result_nonglobal_fit,dw_result_impr_conf,dw_result_fit_conf,Kw,dw_result_pct_global,local_result_avg_steps,dw_result_nonglobal_conf,dw_result_avg_steps,chunky_result_fit_conf,local_result_nonglobal_conf,chunky_result_avg_steps,chunky_result_impr_conf,local_result_norm_fit,chunky_result_nonglobal_conf,chunky_result_scan_conf,dw_result_nonglobal_fit,chunky_result_step_conf,P,dw_result_avg_scans,local_result_nonglobal_fit,local_result_step_conf,D,local_result_fit_conf,local_result_pct_global,local_result_avg_scans
0.0561575305007,0.25,0.244368058285,0.00182679743424,0.902410419106,226.7635,0.3731206553,0.272499790521,4,0.158320431585,0.264948373269,0.894859001854,0.75,0.0107,0.893721825386,0.00175546568606,0.000838669102718,0.75,0.0117,7.5522,0.000822053325959,7.7703,0.000895092716035,0.000994940908108,22.1502,0.00180307843934,0.874278686869,0.000878454830799,0.540641652766,0.901255103821,0.0740608844819,4,122.3241,0.873519805704,0.0551947162737,5,0.00100733194413,0.006,33.8776
